3160,3160,0,45232,
2693,2693,0,119309,
3279,3279,0,147163,
3859,3859,0,212390,
3884,3884,0,69513,
1205,1205,0,17398,
2065,2065,0,69186,
4458,4458,0,292356,
3388,3388,0,80769,
4231,4231,0,265225,
4265,4265,0,318543,
1744,1744,0,13736,
2611,2611,0,30386,
2462,2462,0,48992,
3032,3032,0,81551,
3388,3388,0,175136,
3465,3465,0,186363,
3358,3358,0,165420,
3096,3096,0,28947,
4360,4360,0,307996,
3054,3054,0,159671,
3811,3811,0,207799,
4466,4466,0,305275,
1919,1919,0,19413,
2905,2905,0,98837,
5141,5141,0,401521,
3478,3478,0,164357,
3355,3355,0,103761,
1353,1353,0,13887,
3032,3032,0,106779,
3531,3531,0,196900,
3828,3828,0,199639,
1698,1698,0,34086,
2199,2199,0,81173,
614,614,0,7247,
3352,3352,0,78351,
2518,2518,0,53461,
3016,3016,0,89266,
3015,3015,0,117201,
4095,4095,0,230266,
2210,2210,0,64693,
2249,2249,0,70898,
1876,1876,0,55104,
3941,3941,0,224317,
3141,3141,0,91630,
5062,5062,0,395586,
3797,3797,0,177456,
4049,4049,0,168423,
1148,1148,0,8188,
3479,3479,0,176119,
3433,3433,0,188585,
4814,4814,0,374124,
4649,4649,0,368939,
3696,3696,0,237318,
1453,1453,0,16656,
3912,3912,0,106800,
1735,1735,0,9664,
3598,3598,0,219989,
4033,4033,0,155023,
3299,3299,0,199064,
3598,3598,0,192166,
3868,3868,0,222767,
3352,3352,0,75725,
3145,3145,0,109264,
2171,2171,0,67804,
2651,2651,0,113416,
3977,3977,0,247830,
2519,2519,0,93398,
2269,2269,0,93160,
3214,3214,0,157013,
2127,2127,0,29962,
3086,3086,0,142296,
3266,3266,0,96168,
2381,2381,0,72486,
4053,4053,0,291233,
3330,3330,0,172753,
1174,1174,0,14649,
3683,3683,0,190481,
1499,1499,0,28551,
3323,3323,0,166656,
3586,3586,0,224217,
4144,4144,0,223022,
722,722,0,3884,
4378,4378,0,317659,
3070,3070,0,151244,
3781,3781,0,277707,
2939,2939,0,71983,
2117,2117,0,55249,
2922,2922,0,183427,
2516,2516,0,93344,
2061,2061,0,41397,
2763,2763,0,47178,
2246,2246,0,51463,
3069,3069,0,132707,
1439,1439,0,25556,
4055,4055,0,242913,
4057,4057,0,270826,
2069,2069,0,41065,
3105,3105,0,79229,
1964,1964,0,65796,
1315,1315,0,26388,
4033,4033,0,278977,
4090,4090,0,262414,
2351,2351,0,75237,
1132,1132,0,6538,
2569,2569,0,53295,
4308,4308,0,294670,
2118,2118,0,42031,
2946,2946,0,20546,
4198,4198,0,267232,
3173,3173,0,150904,
1735,1735,0,52341,
4283,4283,0,265195,
1245,1245,0,19856,
3056,3056,0,167362,
3678,3678,0,130401,
2600,2600,0,14353,
5010,5010,0,418312,
2361,2361,0,43562,
3592,3592,0,165019,
4052,4052,0,228881,
2890,2890,0,133918,
2612,2612,0,107050,
2160,2160,0,31048,
2616,2616,0,88613,
3498,3498,0,35284,
2334,2334,0,72600,
3985,3985,0,113020,
2992,2992,0,129229,
4056,4056,0,49223,
2378,2378,0,77382,
3861,3861,0,109783,
2471,2471,0,52136,
1066,1066,0,8854,
1154,1154,0,15593,
3077,3077,0,111565,
3322,3322,0,89439,
4448,4448,0,285367,
1630,1630,0,22095,
1995,1995,0,35965,
3909,3909,0,150340,
2459,2459,0,54722,
4067,4067,0,107547,
3431,3431,0,155733,
3033,3033,0,135490,
2830,2830,0,119543,
2715,2715,0,96583,
3206,3206,0,88509,
1557,1557,0,37326,
2681,2681,0,93418,
2618,2618,0,66547,
3389,3389,0,168011,
1225,1225,0,26807,
3333,3333,0,143590,
2267,2267,0,21581,
3942,3942,0,144489,
2748,2748,0,83636,
3815,3815,0,238572,
589,589,0,6058,
1616,1616,0,31363,
1727,1727,0,43446,
4492,4492,0,286056,
3073,3073,0,126249,
2459,2459,0,14185,
2041,2041,0,35734,
4407,4407,0,283449,
2056,2056,0,45263,
4564,4564,0,333259,
1622,1622,0,10216,
3496,3496,0,169595,
4841,4841,0,405825,
3005,3005,0,89565,
3640,3640,0,211529,
3865,3865,0,256867,
2211,2211,0,71722,
4704,4704,0,371809,
3663,3663,0,218530,
3625,3625,0,202426,
1285,1285,0,25275,
2481,2481,0,96904,
1508,1508,0,26788,
3854,3854,0,131649,
3461,3461,0,168700,
4252,4252,0,24890,
4055,4055,0,298159,
3102,3102,0,140039,
3914,3914,0,77504,
2871,2871,0,111301,
2217,2217,0,31089,
2991,2991,0,65671,
4706,4706,0,322285,
3972,3972,0,240697,
2788,2788,0,40123,
2834,2834,0,119197,
2559,2559,0,91785,
4044,4044,0,255347,
2157,2157,0,56054,
3724,3724,0,244079,
3647,3647,0,115495,
3756,3756,0,164662,
3804,3804,0,224074,
3697,3697,0,216234,
2199,2199,0,30557,
4180,4180,0,220333,
2199,2199,0,95392,
2347,2347,0,76873,
4647,4647,0,360690,
3073,3073,0,159245,
2441,2441,0,21793,
5026,5026,0,397475,
4024,4024,0,62750,
1708,1708,0,14849,
2972,2972,0,64178,
4408,4408,0,342803,
3325,3325,0,142877,
4753,4753,0,319690,
4077,4077,0,278264,
2639,2639,0,91101,
4552,4552,0,322496,
3816,3816,0,64596,
4148,4148,0,22790,
3822,3822,0,223785,
4214,4214,0,214841,
3919,3919,0,184511,
3631,3631,0,150215,
2911,2911,0,134560,
4464,4464,0,354018,
1294,1294,0,22032,
2461,2461,0,44795,
383,383,0,1989,
4452,4452,0,363617,
3856,3856,0,274751,
3312,3312,0,28185,
2072,2072,0,68466,
2964,2964,0,17076,
2593,2593,0,107112,
3759,3759,0,170486,
2172,2172,0,60886,
3734,3734,0,199922,
3767,3767,0,71167,
3559,3559,0,23069,
3742,3742,0,168878,
4131,4131,0,95704,
3121,3121,0,63593,
2976,2976,0,104413,
4588,4588,0,326779,
1487,1487,0,37323,
2795,2795,0,116685,
2980,2980,0,149851,
3895,3895,0,158552,
3458,3458,0,182962,
4424,4424,0,286330,
3241,3241,0,145408,
3451,3451,0,227263,
2533,2533,0,112602,
3871,3871,0,230288,
1993,1993,0,15432,
3784,3784,0,237150,
2756,2756,0,36154,
2630,2630,0,16182,
4091,4091,0,96056,
2128,2128,0,16215,
3752,3752,0,125845,
2129,2129,0,28412,
1679,1679,0,32463,
3074,3074,0,161100,
3074,3074,0,165936,
3564,3564,0,180631,
1513,1513,0,8866,
2049,2049,0,74951,
1818,1818,0,9488,
4168,4168,0,317554,
3128,3128,0,118076,
4413,4413,0,320862,
4856,4856,0,444078,
1147,1147,0,20230,
3654,3654,0,180688,
3042,3042,0,139905,
4491,4491,0,336829,
2407,2407,0,102643,
4108,4108,0,269961,
4022,4022,0,215418,
3718,3718,0,111451,
2595,2595,0,97017,
1573,1573,0,20779,
3862,3862,0,227668,
4252,4252,0,151102,
2826,2826,0,28574,
3764,3764,0,224007,
4515,4515,0,319179,
3982,3982,0,58926,
3142,3142,0,173103,
649,649,0,3758,
3008,3008,0,66972,
4282,4282,0,273119,
5417,5417,0,470107,
4572,4572,0,326569,
2690,2690,0,121636,
3105,3105,0,131624,
2920,2920,0,48364,
3680,3680,0,208942,
3874,3874,0,235760,
3541,3541,0,207586,
4181,4181,0,286422,
3368,3368,0,114295,
1095,1095,0,7341,
1237,1237,0,20417,
4634,4634,0,325298,
3853,3853,0,257047,
2604,2604,0,94377,
4095,4095,0,361823,
4336,4336,0,24073,
1831,1831,0,47892,
2356,2356,0,43073,
2032,2032,0,54517,
1970,1970,0,47833,
2038,2038,0,16310,
980,980,0,13374,
3509,3509,0,24343,
761,761,0,7481,
4522,4522,0,347611,
2128,2128,0,51937,
1632,1632,0,15953,
4669,4669,0,346565,
3102,3102,0,31621,
4220,4220,0,240797,
3341,3341,0,172422,
3431,3431,0,54351,
1161,1161,0,11182,
2565,2565,0,105560,
4563,4563,0,327395,
4088,4088,0,285779,
3251,3251,0,130932,
2655,2655,0,78254,
762,762,0,8580,
2636,2636,0,143844,
2357,2357,0,75536,
5083,5083,0,396994,
1630,1630,0,26969,
3285,3285,0,165839,
3819,3819,0,182323,
4730,4730,0,344471,
1444,1444,0,36502,
2240,2240,0,76194,
3786,3786,0,187623,
5151,5151,0,400572,
3749,3749,0,229333,
3437,3437,0,172020,
4501,4501,0,320070,
2330,2330,0,65198,
3089,3089,0,79659,
4023,4023,0,288139,
1001,1001,0,9779,
3361,3361,0,107533,
2341,2341,0,71874,
4041,4041,0,32761,
2940,2940,0,96614,
3817,3817,0,250027,
3868,3868,0,51979,
3963,3963,0,234797,
3807,3807,0,162667,
2889,2889,0,31583,
4456,4456,0,298744,
2424,2424,0,86261,
1622,1622,0,25989,
3955,3955,0,210258,
4399,4399,0,290485,
4654,4654,0,355950,
2955,2955,0,61675,
1424,1424,0,38177,
2777,2777,0,111647,
1822,1822,0,43342,
3788,3788,0,209372,
2822,2822,0,40796,
2900,2900,0,113457,
889,889,0,14843,
3841,3841,0,234615,
